pub_id,scholar_ids,year,title,abstract
3443,xlsviykAAAAJ,2015,"Employee Satisfaction, Quality of Customer Interaction, Customer Satisfaction: Its Relationship in an Educational Context","Although there has been many researches analyzing the relationship between employee satisfaction and customer satisfaction, to the writers knowledge, there has been no research that analyzes the relationship between employee satisfaction and customer satisfaction by using the quality of customer interaction as the mediator in an educational context.This research therefore aims to investigate the relationship of these three variables whereby focusing solely on the educational context. Further, it is hypothesized that the quality of customer interaction acts as the mediator for this relationship. Subjects of this study are lecturers and students from a private university in Surabaya. 38 dyadic data were obtained and further analyzed using Structural Equation Modeling. Results of this study revealed that there is a significant indirect effect (not a mediated effect) between employee satisfaction and customer satisfaction through quality of customer interaction."
3444,xlsviykAAAAJ,2008,The Correlation between trainee satisfaction and job performance in Hotel XYZ,"Nowadays, many universities and schools require on-the-job training or internship for their students. Since Hotel XYZ are frequently open for on-the-job training students, their satisfaction and job performance should be explored in order to improve the on-the-job training program in Hotel XYZ. There are four indicators of trainee satisfaction, which comprise of job itself, supervisor, peers/coworkers, and tools and equipments. As for job performance, the eleven indicators comprise of quality of work, productivity, job knowledge, adaptability, dependability, initiative, interpersonal relations, attendance, safety and security, teamwork, and motivation. This research is aimed to identify how the trainee satisfaction is, and the factors that they consider as most important, how the job performance of the trainees are, and which factors of job performance are closely related to the evaluation of the supervisor, and also to identify the correlation between those variables. Analysis is done by using validity and reliability tests, cross tabulation analysis, importance-performance matrix, cluster analysis, and spearman rank correlation coefficient. Overall, although most of the trainees have high job performance, it is also found that most of them are actually dissatisfied with their on-the-job training, which means that there is no correlation between trainee satisfaction and job performance."
3445,xqM8eqMAAAAJ; fh32y3AAAAAJ,2024,Modul Digital Sistem Informasi Dan Kecerdasan Bisnis (SIKB),"SURAT PENCATATAN CIPTAAN Page 1 an MENTERI HUKUM DAN HAK ASASI MANUSIA 
DIREKTUR JENDERAL KEKAYAAN INTELEKTUAL ub Direktur Hak Cipta dan Desain 
Industri IGNATIUS MT SILALAHI NIP. 196812301996031001 REPUBLIK INDONESIA 
KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA SURAT PENCATATAN CIPTAAN 
Dalam rangka pelindungan ciptaan di bidang ilmu pengetahuan, seni dan sastra 
berdasarkan Undang-Undang Nomor 28 Tahun 2014 tentang Hak Cipta, dengan ini 
menerangkan: Nomor dan tanggal permohonan Pencipta Nama Alamat Kewarganegaraan 
Pemegang Hak Cipta Nama EC002024223781,12November2024OvilianiYentyYuliana,STdanYonathanPalumian
SiwalankertoPermaiV/L-23,RT006/RW006,KelurahanSiwalankerto,Kecamatan Wonocolo, 
Wonocolo, Surabaya, Jawa Timur, 60236 IndonesiaLPPMUniversitasKristenPetraJalanSiwalankertoNo.121-…"
3446,SlpM3-wAAAAJ; xqM8eqMAAAAJ,2024,An Innovative Business Intelligence Modelling Approach on The Effects of Social Media Features on User Engagement,"The intensity of today's social media landscape is unparalleled, with platforms that have evolved beyond basic messaging to include features such as story sharing, video content, shopping, and more. These are all in a bid to enhance user engagement. Although the effect of social media features on user engagement has been studied before, most of these studies have relied on in-person interviews, which can change the natural setting and unintentionally introduce response biases. This research adopted a different approach by utilizing observational data to analyze whether specific features influence user engagement. Data were from SEMrush and covered a time series of 2×60 points of user engagement metrics from two popular social media platforms in Indonesia: Instagram and TikTok. We retrospectively searched for credible references to determine when each feature was first introduced on these platforms …"
3447,xqM8eqMAAAAJ,2024,The Moderating Effect of Business Intelligence on Tax Avoidance to Maximize Firm Value,"Organizations use innovative techniques to improve financial performance in today's ever-changing business environment. A notable trend that is gaining pace is integrating Tax Avoidance methods with Business Intelligence tools. Previous studies have generally looked at Tax Avoidance and Business Intelligence in isolation, ignoring the possible combined influence on Firm Value. This study filled that gap, attempting to thoroughly explain how Tax Avoidance and Business Intelligence interact to determine Firm Value. We used purposive sampling to evaluate 545 observations of industrial businesses listed on the Indonesian Stock Exchange from 2017 to 2021, using weighted least squares. The results showed that Tax Avoidance negatively influences Firm Value, whereas Business Intelligence has a beneficial effect. Significantly, Business Intelligence mitigated the negative impact of Tax Avoidance on Firm …"
3448,nUgsEucAAAAJ; xqM8eqMAAAAJ,2024,The Influence of Brand Value on Tax Avoidance with Ownership Concentration as a Moderating Variable,
3449,9kiTNVMAAAAJ; xqM8eqMAAAAJ,2024,"The role of information technology implementation, information sharing, and supply chain collaboration in improving supply chain performance","Various governments, including Indonesia, have imposed restrictions on gatherings to prevent the spread of COVID-19. However, these restrictions have led to many companies experiencing the need to monitor and control supply and demand, resulting in a slowdown of the economy and the closure of several service companies, retail stores, and industries. This research investigates how implementing information technology, information sharing, and supply chain collaboration affects supply chain performance. The study collected data from seventy manufacturing companies in Surabaya, using non-probability techniques with convenience sampling methods, and analyzed the data using Partial Least Square software. The research found that sharing information through supply chain collaborations can give a company a competitive advantage. Adopting greater supply chain collaboration through information …"
3450,lrIy1ZoAAAAJ; xqM8eqMAAAAJ,2023,A thematic analysis exploration of challenge-based learning framework on students of academy X,"Education development has grown to accommodate various teaching and learning styles in recent years. Challenge-Based Learning, or CBL, is a learning framework conceptualized in 2006 at Apples Classroom of Tomorrow Today that is built from the natural learning process of human beings. It recognizes that everyone comes equipped with their skills, knowledge, and interests, which opens the possibility for collaboration and teamwork across various knowledge and skill backgrounds. Academy X is an institution that builds its curriculum and activity on the foundation of challenge-based learning. One of the purposes of the Academy is to increase the employability level of the students after they graduate. This study uses Thematic Analysis of interview results with Academy students to see how the CBL process in the Academy is encouraging students to grow and become more successful even after the Academy, especially in facing their careers. In summary, this study confirms through the interview of 10 Academy students how the Challenge-Based Learning drives the development of Growth Mindset in terms of Professional capacity and Personal Development despite the existence of Hindrances along the way. As such, CBL facilitates students  growth and development at the Academy for their future careers."
3451,xqM8eqMAAAAJ; fh32y3AAAAAJ,2023,Proceeding of 14th International Conference on Information & Communication Technology and System (ICTS),"Many researchers have implemented gamification elements, i.e., badges, leaderboards, points, and levels, to enhance active learning. Few researchers use game elements and activities in LMS (LMS gamification). This research aims to test whether performance is different between students taking LMS gamification and LMS non-gamification. In addition, we want to analyze the effect of student engagement and game activity on student performance. We used independent sample t-tests and regression to analyze the data. Active learning and student engagement in the LMS gamification significantly impact academic performance, with gamification leading to notable differences in achievement compared to students in LMS non-gamification. By incorporating gamified activities and promoting student engagement, LMS can provide access to resources, personalized learning experiences, and collaboration opportunities, resulting in a deeper understanding of subjects and higher levels of achievement. The combination of gamification and student engagement within LMS shows excellent potential for transforming education and facilitating long-term student success."
3452,xqM8eqMAAAAJ; fh32y3AAAAAJ,2023,"Gamification of Learning Management System Improves Students’ Engagement, Active Learning and Performance",
3453,xqM8eqMAAAAJ; 0w3ZY48AAAAJ,2023,The Influence of Digital Literacy on Learning Effectiveness Through Classroom Management Moderating Effect of IT Infrastructure,"Digital Literacy is essential in the post-pandemic era. Teachers use Digital Literacy to provide learning materials, conduct the teaching process, and conduct evaluations online. However, Digital Literacy requires adequate information technology infrastructure to produce classroom management and learning effectiveness on an ongoing basis. The study used questionnaires to obtain data on Christian-based schools in Surabaya. The questionnaires were distributed to as many as 363 through a Google form, and 132 were filled out again. Data processing used partial least square. The results showed that digital literacy has an impact on classroom management. Classroom management influences learning effectiveness. Digital literacy affects learning effectiveness through classroom management. Digital Literacy has not influenced classroom management and learning effectiveness with information technology infrastructure as a moderating variable. This research provides a practical contribution for education managers to understand the adjustment of IT infrastructure to make digital literacy the basis for managing class management. In addition, teaching staff must be educated to keep abreast of technological developments to support the teaching process and improve class management. The study enriches the theory of the use of technology in education and interactional education in the classroom."
3454,xqM8eqMAAAAJ,2023,Contributions of Data Science Educational Paradigm in a Disadvantages Area of Indonesia: a case study,"The purpose of this community service was to disseminate knowledge on Data Science to lecturers and students enrolled in the Information Systems Program Study at Cenderawasih University. Through a webinar series, participants learned about the importance of data science and analytics. This initiative aims to integrate Data Science into the curriculum, which is currently in its final stages. The introduction of a Data Science course expects to enhance the competencies of human resources in Papua, supporting the developmental efforts of the Indonesian Government. Feedback from participants indicates their satisfaction with the speakers, fulfillment of expectations, and acquisition of new knowledge. Considering their input, the upcoming activity will organize as a workshop."
3455,xqM8eqMAAAAJ,2023,"Shoppers’ loyalty in online marketplace: The impact of interface quality, application incentives, and security/privacy through flow experience","This study investigated the effects of Interface Quality, Application Incentives, and Security/Privacy on marketplace E-Loyalty through Flow experience. By prioritizing and improving these factors, marketplaces can foster a relational perspective that encourages users to develop a long-term relationship with the application, leading to sustained growth and success. Central to marketplace E-Loyalty is the relational perspective, which emphasizes consumers’ intention to establish a relationship with a marketplace application without shifting to competitors. Respondents were selected purposively to participate in an online survey, resulting in 305 usable responses. A partial least square-structural equation modeling (PLS-SEM) was employed to establish the measurement and structural fit of the data. The results confirmed that Interface Quality and Flow directly influenced E-Loyalty, while Interface Quality and Security/Privacy indirectly influenced Flow. Application Incentives were not found to bolster E-Loyalty directly and indirectly through Flow experience. This study provides a broader view of the importance of Interface Quality and Security/Privacy in promoting E-Loyalty with Flow while also offering a new perspective on the effect of Application Incentives on marketplace E-Loyalty from a relational standpoint."
3456,xqM8eqMAAAAJ; PpEocSIAAAAJ; lrIy1ZoAAAAJ,2023,Student Involvement Application (MM-SInv),"SURAT PENCATATAN Page 1 an Menteri Hukum dan Hak Asasi Manusia Direktur 
Jenderal Kekayaan Intelektual ub Direktur Hak Cipta dan Desain Industri Anggoro 
Dasananto NIP.196412081991031002 REPUBLIK INDONESIA KEMENTERIAN HUKUM 
DAN HAK ASASI MANUSIA SURAT PENCATATAN CIPTAAN Dalam rangka pelindungan 
ciptaan di bidang ilmu pengetahuan, seni dan sastra berdasarkan Undang-Undang Nomor 
28 Tahun 2014 tentang Hak Cipta, dengan ini menerangkan: Nomor dan tanggal 
permohonan : EC00202309419, 31 Januari 2023 Pencipta Nama : Oviliani Yenty Yuliana, 
ST., R. Shanti Darsih Ottemoesoe dkk Alamat : Jl. Siwalankerto Permai V/L-23, RT 006/RW 
006, Kelurahan Siwalankerto, Kecamatan Wonocolo, Surabaya 60236, Jawa Timur, 
Surabaya, JAWA TIMUR, 60236 Kewarganegaraan : Indonesia Pemegang Hak Cipta 
Nama : LPPM Universitas Kristen Petra Alamat : …"
3457,0w3ZY48AAAAJ; xqM8eqMAAAAJ,2022,"The Effect of Information Management Capability, Collaboration, and Supply Chain Resilience on Company Performance","A covid-19 pandemic is a significant event that causes supply chain disruption in Indonesia. As a result, the manufacturing sector experienced a significant decline which is indicated by the greatly decreasing Purchasing Manager Index (PMI) in April and May 2020. Therefore, supply chain resilience (SCR) becomes essential for a company to minimize risk, reduce negative impact, and quickly adapt to the business condition. This research aims to analyse the relationship between variables that can increase SCR, namely information management capability (IMC) and collaboration, and the relationship between SCR and company performance. This research was conducted by collecting primary data using questionnaires and analysing the relationship among variables using the PLS-SEM method. This research indicates that IMC and collaboration significantly affect SCR. SCR also has a significant effect on company performance. However, IMC does not significantly impact company performance, while collaboration significantly affects company performance. This research also indicates that collaboration mediates the relationship between IMC toward company performance."
3458,kKnF37QAAAAJ; xqM8eqMAAAAJ,2022,"The Disclosure Tone, Earnings Management, Earnings Quality: Evidence Found in Indonesia Listed Manufacturing Industry","To further analyze the relationship between Earnings Management (EM), Earnings Quality (EQ), and the Disclosure Tone (DT) of the Indonesian manufacturing industry. Furthermore, NVivos coding AI measures the DT through automated text analysis. The sample of 61 listed Indonesian manufacturing enterprises from the years 2017 to 2021 is tested using panel data analysis. It has been discovered that EM has a significant positive association with DT, and EQ has an insignificant negative association. This study found that the asymmetric information makes the companies to increase positive and negative tones in their annual report. Additional variables and samples will need to be added to assess the industry in future studies to provide a more in-depth examination of DTs influence."
3459,xqM8eqMAAAAJ,2022,IT CAPABILITY  S IMPACT TOWARDS COMPETITIVE ADVANTAGE THROUGH BUSINESS PROCESS AGILITY ON INDONESIA  S ACCOUNTING FIRMS DURING PANDEMIC,"The existence of work from home policy due to the Covid-19 pandemic had caused several service industry sectors, such as accounting firms, to be hardly affected. However, to survive in the business competition, these accounting firms have to adapt by increasing their IT capability and business process agility to create a competitive advantage over their competitors. This research aims to observe the IT capability and the agility of Indonesia s accounting firms and examine the mediation effect of business process agility. The samples are public accounting firms registered in Indonesia s Audit Board and a service accounting firm with more than one licensed accountant. The analysis technique used in this research is Structural Equation Modelling with three variables: IT Capability, Business Process Agility, and Competitive Advantage. The results show that IT Capability directly impacts the Competitive Advantage of the firms, and the mediation of Business Process Agility increases the total effect of IT Capability towards competitive advantage. Therefore, this study could acknowledge Indonesia s accounting firms about how to survive in this pandemic by creating a Competitive Advantage by increasing their IT Capabilities and Business Process Agility."
3460,xqM8eqMAAAAJ,2022,Conceptual Framework for Efficient Inbound Supply Chain Analytics,"Industry 4.0 is a terminology that denotes the era of industrial digitization with the emergence of new technologies in which data is the main focus of increasing company competitiveness in all aspects, including supply chain management systems. It has become one of the main focuses of companies to build resilience when dealing with the risk of uncertainties while still meeting the critical goal of improving the efficiency and responsiveness of customer needs. Therefore, supply chain analytics become essential for facilitating data-driven decision-making in planning, sourcing, making, and delivering functions. However, implementing supply chain analytics in developing countries limits only the traditional application silos and ignores disruptive emerging technologies such as cloud computing. This paper explores cases from the manufacturing and retail domains in Indonesia and discusses in detail the conceptual …"
3461,xqM8eqMAAAAJ,2022,The Impact of Interface Quality and Security/Privacy on Shoppers’ E-Loyalty: The Mediating Role of Flow,"In the era of digitalization and the development of mobile applications, consumers can shop easily through marketplace applications anywhere and anytime. Following the rapid growth of e-marketplaces, particularly in Indonesia, this study determines the role of digital stimuli, namely: Interface Quality and Security/Privacy, on consumer loyalty to marketplaces, as well as the mediating role of Flow in these relationships. Data collection was done using the purposive sampling method for marketplace application users in Indonesia, and as many as 305 respondents were analyzed by the Second-Order Model using the SmartPLS 3.3.3. This study found that Interface Quality affects E-Loyalty, directly or through Flow’s mediating role. In addition, the Security/Privacy of the marketplace application also affects E-Loyalty through Flow."
3462,xqM8eqMAAAAJ,2022,Ownership Structure on the Tax Risk Towards Tax Avoidance in Indonesia Manufacturing Companies 2016-2020,"There has not been much research on how management uses tax risk to engage    in    aggressive    tax    avoidance    in    an    uncertain    business environment.  This  research  aims  to  see  how  family  and  institutional ownership influence the relationship between tax risk and tax avoidance as  moderating  proxies.  The  study  was  conducted  on  manufacturing companies listed on Indonesia Stock Exchange between 2016 and 2020. Thirty-six  companies  were  selected  as  the  sample  using  the  purposive sampling method. This quantitative research used Ordinary Least Square. The results show that family ownership can strengthen the relationship between tax risk and tax avoidance, while institutional ownership fails to moderate.    Family    shareholders    significantly    influence    company management  when  selecting  how  to  utilize  the  tax  risk  connected with each  business  strategy.  Family shareholders  prioritize  the  protection of the company s image over maximizing profits with high risk"
3463,xqM8eqMAAAAJ,2022,APLIKASI DASHBOARD ANALYTICS INBOUND SUPPLY CHAIN (DAISY),
3464,XVmfMt4AAAAJ,2024,Post-Covid 19 Amusement Park Satisfaction Attributes,"Despite the rise of Asian theme park visitations, the extant investigation of visitor’s satisfaction in the Asian context is very limited. This study, therefore, examines and discusses the compiled findings of theme park visitors’ satisfaction in Asia, specifically in Indonesia. Based on 440 theme park visitors’ comments and feedback on the TripAdvisor website were read, reviewed, and content analyzed. As a result, the research discovered that in the Indonesian context, visitors’ satisfaction is influenced by ten recurrent themes: physical facilities, restaurant, entertainment, environment, waiting time, price, staff, location, security, and management. Additionally, three new themes: maintenance, booking system, and health protocol are responsible for developing theme park visitors’ satisfaction at theme parks. Limitations and future study avenues are also discussed and presented."
3465,XVmfMt4AAAAJ,2024,Personal values matter: international students’ university selection,"Although personal values are considered the critical psychological factor influencing individuals’ motivation, behavior, and preferences, their role in influencing international students’ university selection criteria has been largely overlooked. To fill this gap, 47 international students at a private Southwest university in the United States were interviewed and analyzed through the Means-End Chain (MEC) approach. The Hierarchical Value Model shows that achievement, self-direction (thought and action), security (personal and societal), and hedonistic values were the most important values influencing their choices. By adopting the MEC approach, this study contributes to education psychology literature by highlighting the importance of personal values in determining international students’ university selection criteria."
3466,XVmfMt4AAAAJ,2024,The Moderating Role of Personalization on Attitude-Emotion-Behavior (AEB) Model,"There is no doubt that push notifications have become an important business communication tool. This study investigates how smartphone users’ attitude toward push notifications affects their behavioral response. Based on Smart-PLS statistical results from a study of 100 Indonesian smartphone users, three important findings emerged. First, smartphone users’ attitude toward push notifications significantly and positively influences their emotional value. Second, emotional value strongly affects users’ behavioral response. Third, personalization moderates the relationship between attitude toward push notifications and emotional value and between emotional value and behavioral response. The findings of our study extend the current research repertoires on push notifications as well as offering a clear direction for future research and managerial suggestions."
3467,XVmfMt4AAAAJ,2023,A New Contemporary Model of Brand Fidelity: A Sustainable Clothing Brand Perspective,"The concept of brand is notoriously difficult to define and the findings of existing studies on this concept are mixed and inconclusive. This current study enriches the brand study reservoir by developing a new conceptual model of brand fidelity. It also presents a set of hypotheses that aim to provide a better understanding of the moderating effect of brand prominence and self-brand connection on the relationship between brand love and brand fidelity. The responses of 200 Indonesian online respondents were analyzed using Smart-PLS. The statistical results demonstrate that brand love, brand prominence, and self-brand connection positively and significantly influence brand fidelity. In contrast, it was found that brand prominence does not moderate the relationship between brand love and brand fidelity, while self-brand connection negatively and significantly does. Further, this study provides future research avenues and important implications for academics and business practitioners."
3468,XVmfMt4AAAAJ,2023,The Effect of Visual Merchandise and Store Atmosphere on Purchase Decision with Hedonic Orientation as Moderator: A study on KKV Store Surabaya,"The development of the retail industry in Indonesia has been affected by the covid-19 pandemic that has entered Indonesia since 2019. To restore the situation, retail business players must find ways to increase their turnover through increased sales which can be achieved by purchasing decisions by consumers. This study examines the effect of visual merchandise and store atmosphere on purchase decisions moderated by hedonic orientation. This research uses customers of the KKV store in Surabaya as objects, and there are 110 valid samples obtained from the data collection using a questionnaire. The results showed that visual merchandise, store atmosphere, and hedonic orientation significantly affect purchase decisions. In addition, hedonic orientation as a moderator does not significantly affect purchase decisions."
3469,XVmfMt4AAAAJ,2023,Pengaruh customer experiences dan brand trust terhadap repurchase intention dengan moderasi sales promotion pada SPBU Shell Surabaya,"Peningkatan jumlah kendaraan telah meningkatkan konsumsi bahan bakar kendaraan khususnya di Surabaya. Terdapat berbagai brand penyedia bahan bakar di Surabaya salah satunya adalah Shell. SPBU Shell dikenal sebagai brand yang sudah lama ada, memiliki pelayanan bagus, serta menyediakan berbagai macam promosi untuk menarik pelanggan. Penelitian ini bertujuan untuk menguji Pengaruh Customer Experiences dan Brand Trust terhadap Repurchase Intention dengan Moderasi Sales Promotion Pada SPBU Shell Surabaya. Kuesioner disebarkan kepada 268 konsumen SPBU Shell di Surabaya. Hasil penelitian mengungkapkan bahwa customer experiences hanya dapat mempengaruhi brand trust SPBU Shell. Customer experiences dan brand trust tidak dapat mempengaruhi repurchase intention konsumen SPBU Shell. Di sisi lain apabila dimoderasi dengan sales promotion akan memperkuat hubungan customer experiences dan brand trust terhadap repurchase intention, namun memperlemah hubungan antara customer experiences terhadap brand trust."
3470,XVmfMt4AAAAJ,2022,The influence of product innovation on customer engagement through customer experience and customer value of OVO users,"This study aims to find out the influence of product innovation on customer engagement through customer experience and customer value. It employs a quantitative research method by distributing online questionnaires on social media. In total, 210 respondents participated through purposive sampling technique. The findings show that: 1) product innovation has a significant effect on customer value, customer experience, and customer engagement; 2) customer value has a significant effect on customer engagement, and 3) customer experience has no significant effect on customer engagement."
3471,XVmfMt4AAAAJ,2021,The centrality of brand awareness,"The brand concept, especially brand loyalty, has evolved significantly; however, this phenomenon is still considered far from complete. This study extends a long line of scholars’ efforts by investigating a moderating effect of brand awareness in triangle relationships between product innovation and brand trust and brand loyalty. The hypotheses were tested based on online questionnaire data collected from 100 Indonesian respondents. The Ordinary least square (OLS) regression analysis shows that brand awareness positively and significantly moderates these triangle relationships. Additionally, the direct relationships between product innovation on brand awareness and brand loyalty and brand trust and brand loyalty were found to be significant. This research offers future research direction and implications for business practitioners and academics."
3472,XVmfMt4AAAAJ,2021,"The Effect of Brand Reputation, Brand Relationship Quality and Switching Cost to Brand Loyalty","In the current global era, progress is happening very fast, companies all over the world are competing to continue to survive and win in increasingly fierce business competition. One way for companies to win in the competition is to win the hearts of consumers, which will lead to customer loyalty to the brand of the company. This research was conducted to determine the effect of brand reputation, brand relationship quality, and switching costs on brand loyalty in Nike brand basketball shoes. The data collection technique in this study was using purposive sampling. While the data processing method was done using validity, reliability, and descriptive statistical analysis. For the data analysis method used was PLS-SEM which was a multivariate analysis technique consisting of analysis of outer model, inner model, and hypothesis testing. From the results of this study, it was known that brand reputation and brand relationship quality significantly influence brand loyalty in Nike brand basketball shoes. While switching costs proved to be able to moderate the relationship between brand reputation to brand loyalty and the relationship of brand relationship quality to brand loyalty significantly."
3473,lrIy1ZoAAAAJ; XVmfMt4AAAAJ,2020,Website quality analysis as an interactive marketing communication on Indonesia halal tourism destination,This research aims to analyze the effectiveness of Indonesia halal tourism website as an interactive marketing communication media employed by the government to attract abroad/international moslem tourists. Another purpose of this research is to investigate whether tourist website quality affects abroad/international moslems  intention to visit Indonesia. The research was conducted in qualitative approach of which data was gathered through focus group discussion (FGD) and online interview of 9 moslem informants. The assessment was based on literature research done by the researchers on 8 dimensions of halal tourism website. The result of this study revealed that Indonesia halal tourism website is perceived by the informants to still have many drawbacks and therefore can t be yet declared as an ideal halal website. The finding contributes recommendation of more effective marketing communication to enhance halal tourism website quality to be more competitive.
3474,uSA4vUUAAAAJ; XVmfMt4AAAAJ,2020,The influence of social media advertising on purchase intention through utilitarian and hedonic shopping motivation,"This study examines whether online advertising on Instagram influences purchase intention through shopping motivation. The research uses a causal quantitative research method by surveying to 110 respondents. The results show that Instagram as a social media online advertising means has a positive effect on consumers  buying interest and both utilitarian and hedonic shopping motivations for beauty care products and services. While hedonic motivation influences the customers desire to buy beauty care products and services, on the contrary, utilitarian motivation does not affect the interest in buying beauty care products and services. Products or services that related to beauty care, require high involvement from customers. Beauty products and services were purchased due to social reasons for personal appearance, which are products with high involvement that tend to be more related to hedonic criteria."
3475,XVmfMt4AAAAJ; 9kiTNVMAAAAJ,2020,The influence of perceived security and perceived enjoyment on intention to use with attitude towards use as intervening variable on mobile payment customer in Surabaya,"This study aims to determine the effect of perceived security and perceived enjoyment as moderated variable on intention to use mobile payment, either directly or through mediation of attitude towards use. The method used in this study is quantitative by spreading the questionnaires to 211 respondents of mobile payment application users both online and offline in Surabaya. The selection of this research sample used a judgment sampling technique with criteria determined by the researcher. The data was analyzed with Structural Equation Modeling (SEM), SmartPLS tools. The questionnaire collected was 192 questionnaires. The results show that perceived security and perceived enjoyment have a significant directly influence on intention to use and indirectly through mediating attitudes to use mobile payment. In addition, it was found that perceived enjoyment variable moderated the relationship between perceived security and attitudes to use but did not moderate the relationship between perceived security and intention to use."
3476,XVmfMt4AAAAJ; uSA4vUUAAAAJ,2020,The effect of celebrity endorsement on instagram fashion purchase intention: The evidence from Indonesia,"To maintain the significantly positive influence of celebrity endorsement (CE) on Instagram user consumption behavior, scholars and business practitioners are motivated to have a better understanding of this phenomenon. Literature on CE focuses on its direct effect on attitude toward various brand components; however, this study takes a different approach by developing a new conceptual model and a set of hypotheses that aims to generate a better picture of the relationship between two brand components (brand image and brand trust) and repurchase intention. The present study also examines the moderating role of CE in the relationship between brand image and brand trust as well as repurchase intention. The hypotheses were tested using online survey data from 220 Indonesian respondents. To test the theoretical model, this study employs ordinary least square regression (OLS), as well as Baron and …"
3477,XVmfMt4AAAAJ,2020,Website Quality Analysis as an Interactive Marketing Communication on Indonesia Halal Tourism Destination,This research aims to analyze the effectiveness of Indonesia halal tourism website as an interactive marketing communication media employed by the governmentto attract abroad/international moslem tourists. Another purpose of this research is to investigate whether tourist website quality affects abroad/international moslems’ intention to visitIndonesia. The research was conducted in qualitative approach of which data was gathered through focus group discussion (FGD) and online interview of 9 moslem informants. The assessment was based on literature research done by the researchers on 8 dimensions of halal tourism website. The result of this study revealed that Indonesia halal tourism website is perceived by the informants to still have many drawbacks and therefore can’t be yet declared as an ideal halal
3478,XVmfMt4AAAAJ,2019,The effect of brand trilogy on cosmetic brand loyalty,"Brand loyalty is claimed as a MUST ingredient for businesses to ensure their business sustainability. This article joins the long list of brand research by investigating the effect of brand trilogy. Specifically, this study examines the direct relationship between brand experience, brand personality and brand trust on cosmetic brand loyalty in the Indonesian context. Drawing from 110 respondents, this study found that brand experience and brand trust are responsible for improving brand loyalty. In contrast, brand personality does not affect the strength of brand loyalty. The theoretical and managerial implications and the directions for future research are presented."
3479,XVmfMt4AAAAJ,2019,"Pengaruh Citra Merek, Kualitas Layanan dan Harga terhadap Keputusan Pembelian Tiket Lion Air","Penelitian ini dilatarbelakangi oleh peramalahan yang dihadapi Lion Air dalam segi citra merek, kualitas layanan dan harga. Tujuan dari penelitian ini adalah untuk mengetahui pengaruh citra merek, kualitas layanan dan harga terhadap keputusan pembelian Tiket Lion Air. Jenis penelitian ini adalah kuantitatif dengan metode survei. Sampel dalam penelitian ini sebanyak 101 orang responden yang diambil dengan teknik non probability sampling. Teknik pengolahan data menggunakan program spss 20 dengan menggunakan beberapa pengolahan uji data, yaitu uji validitas, uji reliabilitas dan uji hipotesis. Hasil pengujian menunjukan bahwa secara parsial citra merek, kualitas layanan dan harga berpengaruh positif dan signifikan terhadap keputusan pembelian tiket Lion Air"
3480,XVmfMt4AAAAJ,2019,Pengaruh Store Atmosphere terhadap Store Image dan Purchase Intention Produk Fashion Merek Zara di Surabaya,
3481,XVmfMt4AAAAJ,2018,The impact of brand awareness and country of origin on purchase intention with mediation of self congruity on Chinese brand automotive products Wuling,"This study aims to analyze the relationship of Brand Awareness and Country of Origin by using Self Congruity as a mediation for Purchase Intention. This causal study used a questionnaire based survey as a data collection method and was distributed to 200 respondents which is a sample of this study. The selection of this research sample used a purposive sampling technique with criteria determined by the researcher. The results showed that the three hypotheses in this study have a significant influence and two hypotheses were rejected. all indicators on the related variables can be developed using PLS data (Partial Least Square). In addition, this study shows that Self Congruity as the most influential variables affecting respondents Purchase Intention toward Wuling car."
3482,XVmfMt4AAAAJ,2018,CONSUMER BEHAVIOR ON MADE-IN-INDONESIA SMARTPHONE BRAND,"The purpose of this study is to explain consumer behavior on made in Indonesia smartphone brand which focus on the relationship between country of origin image and brand loyalty through brand awareness, perceived quality as the intervening variables. The object of the study is made-in-Indonesia smartphone brand users in Surabaya, with 230 respondents participated as the samples. This study uses quantitative method with judgment sampling as sampling method. The analysis techniques used are descriptive analysis and structural equation modeling (SEM) using SmartPLS. The outcome of this study proves that country-oforigin image really has impacts on made-in-Indonesia smartphone brand loyalty directly and indirectly through the mediating effect of perceived quality, while brand awareness doesn’t have any influence to brand loyalty since many users do not aware of the origin of the smartphones they use. In conclusion, to increase made-in-Indonesia smartphone brand loyalty, producers should apply international standard in the production process, educate the market to enhance consumer’s knowledge about the countryof-origin of made-in-Indonesia smartphone brand, and do rebranding to create consumer’s perception about the reliability of made-in-Indonesia smartphone brand."
3483,uSA4vUUAAAAJ; XVmfMt4AAAAJ,2018,Factors affecting the purchase intention of virtual goods in mobile game clash royale,"Concerning Indonesia s rapid growth of mobile internet usage and also a growing mobile game market, this research aims to analyze the influence of Customer-to-Customer interaction (C2C) towards the purchase intention of virtual goods in a mobile game. It proposes a conceptual model integrating variables that have been studied in previous research on purchase intention, consumer engagement, brand image, and also C2C interaction, the latter of which plays a critical role, but has received less mobile game attention. The conceptual model has been tested using SmartPLS to a database of 200 players in Indonesia. The results show that consumer engagement, brand image is associated with C2C interaction and purchase intention in mobile game Clash Royale."
